sclht,dense,abund,chi
0.5,1700000000000.0,9.0,0.1109151064107476
0.5,1700000000000.0,11.0,0.1039195903235189
0.5,2750000000000.0,1.0,0.1768593151986753
0.5,2750000000000.0,3.0,0.137621930347965
0.5,2750000000000.0,5.0,0.1182902056783018
0.5,2750000000000.0,7.0,0.1069973042021613
0.5,2750000000000.0,9.0,0.1000536566429821
0.5,2750000000000.0,11.0,0.0958119600158678
0.5,4450000000000.0,1.0,0.1518763972129866
0.5,4450000000000.0,3.0,0.1190325825666378
0.5,4450000000000.0,5.0,0.104596732389779
0.5,4450000000000.0,7.0,0.0972571912039793
0.5,4450000000000.0,9.0,0.0936093042807286
0.5,4450000000000.0,11.0,0.0921701446129154
0.7000000000000001,50000000000.0,1.0,0.3427931356897116
0.7000000000000001,50000000000.0,3.0,0.2824236361264545
0.7000000000000001,50000000000.0,5.0,0.2356695043618788
0.7000000000000001,50000000000.0,7.0,0.1990250264964782
0.7000000000000001,50000000000.0,9.0,0.1702088122820141
0.7000000000000001,50000000000.0,11.0,0.1476485031497658
0.7000000000000001,100000000000.0,1.0,0.3086162641414784
0.7000000000000001,100000000000.0,3.0,0.2407404837780011
0.7000000000000001,100000000000.0,5.0,0.1941057494844466
0.7000000000000001,100000000000.0,7.0,0.1607899747878351
0.7000000000000001,100000000000.0,9.0,0.1367183761506601
0.7000000000000001,100000000000.0,11.0,0.1194985017068593
0.7000000000000001,150000000000.0,1.0,0.2829732157552501
0.7000000000000001,150000000000.0,3.0,0.2128125078058339
0.7000000000000001,150000000000.0,5.0,0.1686096208260418
0.7000000000000001,150000000000.0,7.0,0.139091498861629
0.7000000000000001,150000000000.0,9.0,0.1191930542298113
0.7000000000000001,150000000000.0,11.0,0.1061633133297382
0.7000000000000001,250000000000.0,1.0,0.2458283432710079
0.7000000000000001,250000000000.0,3.0,0.1768246983350681
0.7000000000000001,250000000000.0,5.0,0.1384429394790969
0.7000000000000001,250000000000.0,7.0,0.1155213986104958
0.7000000000000001,250000000000.0,9.0,0.1021433713158824
0.7000000000000001,250000000000.0,11.0,0.09531521391658
0.7000000000000001,400000000000.0,1.0,0.2091348487372238
0.7000000000000001,400000000000.0,3.0,0.1458455044691082
0.7000000000000001,400000000000.0,5.0,0.1153227312626899
0.7000000000000001,400000000000.0,7.0,0.1000270730279749
0.7000000000000001,400000000000.0,9.0,0.0937114991369413
0.7000000000000001,400000000000.0,11.0,0.0933506508796839
0.7000000000000001,650000000000.0,1.0,0.1718741222651963
0.7000000000000001,650000000000.0,3.0,0.1190208662070584
0.7000000000000001,650000000000.0,5.0,0.0988358640636399
0.7000000000000001,650000000000.0,7.0,0.0927798057580367
0.7000000000000001,650000000000.0,9.0,0.0946689339001336
0.7000000000000001,650000000000.0,11.0,0.1016149989435102
0.7000000000000001,1050000000000.0,1.0,0.1389420543697463
0.7000000000000001,1050000000000.0,3.0,0.1004751921234223
0.7000000000000001,1050000000000.0,5.0,0.092486380948238
0.7000000000000001,1050000000000.0,7.0,0.096746764154842
0.7000000000000001,1050000000000.0,9.0,0.1074978189288992
0.7000000000000001,1050000000000.0,11.0,0.12214592466896
0.7000000000000001,1700000000000.0,1.0,0.1127927511645333
0.7000000000000001,1700000000000.0,3.0,0.0924960550436314
0.7000000000000001,1700000000000.0,5.0,0.0985465351095672
0.7000000000000001,1700000000000.0,7.0,0.1141849245092769
0.7000000000000001,1700000000000.0,9.0,0.1344260652064692
0.7000000000000001,1700000000000.0,11.0,0.157128943679566
0.7000000000000001,2750000000000.0,1.0,0.0964951186470003
0.7000000000000001,2750000000000.0,3.0,0.0977656419127352
0.7000000000000001,2750000000000.0,5.0,0.1193899143991859
0.7000000000000001,2750000000000.0,7.0,0.1471734554427887
0.7000000000000001,2750000000000.0,9.0,0.1772481692443501
0.7000000000000001,2750000000000.0,11.0,0.2080850460157357
0.7000000000000001,4450000000000.0,1.0,0.0927300892300949
0.7000000000000001,4450000000000.0,3.0,0.1187036541085937
0.7000000000000001,4450000000000.0,5.0,0.1571585423623043
0.7000000000000001,4450000000000.0,7.0,0.1975614737158086
0.7000000000000001,4450000000000.0,9.0,0.2375206777693003
0.7000000000000001,4450000000000.0,11.0,0.2762881166593264
0.9,50000000000.0,1.0,0.3065723915413804
0.9,50000000000.0,3.0,0.2239971069614604
0.9,50000000000.0,5.0,0.168380500992666
0.9,50000000000.0,7.0,0.1317285097594664
0.9,50000000000.0,9.0,0.1091997311147541
0.9,50000000000.0,11.0,0.0976203987893319
0.9,100000000000.0,1.0,0.2549638181090171
0.9,100000000000.0,3.0,0.1703400076059257
0.9,100000000000.0,5.0,0.1244889436288936
0.9,100000000000.0,7.0,0.1014790501523221
0.9,100000000000.0,9.0,0.0937097116623914
0.9,100000000000.0,11.0,0.0969000095555907
0.9,150000000000.0,1.0,0.219244149857754
0.9,150000000000.0,3.0,0.1397883267588147
0.9,150000000000.0,5.0,0.1047966977831968
0.9,150000000000.0,7.0,0.0934489419520691
0.9,150000000000.0,9.0,0.0969949658089493
0.9,150000000000.0,11.0,0.110833054813017
0.9,250000000000.0,1.0,0.1726390549955397
0.9,250000000000.0,3.0,0.108830033916514
0.9,250000000000.0,5.0,0.092977638851241
0.9,250000000000.0,7.0,0.0998477818557433
0.9,250000000000.0,9.0,0.1200975260424613
0.9,250000000000.0,11.0,0.1491170512854178
0.9,400000000000.0,1.0,0.1337612878501577
0.9,400000000000.0,3.0,0.0938315164507942
0.9,400000000000.0,5.0,0.100569601955111
0.9,400000000000.0,7.0,0.1273144413740791
0.9,400000000000.0,9.0,0.165021275597561
0.9,400000000000.0,11.0,0.2094414932264013
0.9,650000000000.0,1.0,0.1044176215219745
0.9,650000000000.0,3.0,0.0982636931506002
0.9,650000000000.0,5.0,0.1328970905036609
0.9,650000000000.0,7.0,0.1828970955384008
0.9,650000000000.0,9.0,0.2403333604272299
0.9,650000000000.0,11.0,0.3016979869840063
0.9,1050000000000.0,1.0,0.092859915258747
0.9,1050000000000.0,3.0,0.1285344697055522
0.9,1050000000000.0,5.0,0.1947643336739277
0.9,1050000000000.0,7.0,0.2699261280580437
0.9,1050000000000.0,9.0,0.3480049216299075
0.9,1050000000000.0,11.0,0.4266081545914702
0.9,1700000000000.0,1.0,0.1051245965357078
0.9,1700000000000.0,3.0,0.1906021335697658
0.9,1700000000000.0,5.0,0.2918831581699009
0.9,1700000000000.0,7.0,0.3937526913956782
0.9,1700000000000.0,9.0,0.4929828145717438
0.9,1700000000000.0,11.0,0.5887088167475133
0.9,2750000000000.0,1.0,0.1473178407435021
0.9,2750000000000.0,3.0,0.2892540203354938
0.9,2750000000000.0,5.0,0.4277157873107938
0.9,2750000000000.0,7.0,0.5566197766202069
0.9,2750000000000.0,9.0,0.6764292199107947
0.9,2750000000000.0,11.0,0.7882190506306256
0.9,4450000000000.0,1.0,0.2250378772504124
0.9,4450000000000.0,3.0,0.4285653214747231
0.9,4450000000000.0,5.0,0.6048771679228692
0.9,4450000000000.0,7.0,0.7599018262928516
0.9,4450000000000.0,9.0,0.8986940273904374
0.9,4450000000000.0,11.0,1.0246465699868554
