Title: The Transit Light Curve Project. V. System Parameters and Stellar 
       Rotation Period of HD 189733  
Authors: Winn J.N., Holman M.J., Henry G.W., Roussanova A., Enya K., Yoshii Y.,
         Shporer A., Mazeh T., Johnson .A., Narita N., Suto Y. 
Table: Photometry of HD 189733
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1- 12 A12    ---     Tele    Telescope 
  14- 20 A7     ---     Filter  Filter 
  22- 34 F13.5  d       HJD     Heliocentric Julian Date of mid-exposure
  36- 41 F6.4   ---     RFlux   Relative flux 
  43- 48 F6.4   ---   e_RFlux   Uncertainty in RFlux
--------------------------------------------------------------------------------
FLWO 1.2m    z       2453937.79542 0.9761 0.0022 
FLWO 1.2m    z       2453937.79559 0.9745 0.0022 
FLWO 1.2m    z       2453937.79576 0.9772 0.0022 
FLWO 1.2m    z       2453937.79592 0.9742 0.0022 
FLWO 1.2m    z       2453937.79608 0.9786 0.0022 
FLWO 1.2m    z       2453937.79625 0.9755 0.0022 
FLWO 1.2m    z       2453937.79642 0.9741 0.0022 
FLWO 1.2m    z       2453937.79658 0.9774 0.0022 
FLWO 1.2m    z       2453937.79674 0.9746 0.0022 
FLWO 1.2m    z       2453937.79691 0.9773 0.0022 
FLWO 1.2m    z       2453937.79710 0.9781 0.0022 
FLWO 1.2m    z       2453937.79726 0.9789 0.0022 
FLWO 1.2m    z       2453937.79743 0.9789 0.0022 
FLWO 1.2m    z       2453937.79760 0.9786 0.0022 
FLWO 1.2m    z       2453937.79777 0.9763 0.0022 
FLWO 1.2m    z       2453937.79793 0.9751 0.0022 
FLWO 1.2m    z       2453937.79809 0.9774 0.0022 
FLWO 1.2m    z       2453937.79826 0.9799 0.0022 
FLWO 1.2m    z       2453937.79842 0.9780 0.0022 
FLWO 1.2m    z       2453937.79858 0.9818 0.0022 
FLWO 1.2m    z       2453937.79875 0.9777 0.0022 
FLWO 1.2m    z       2453937.79892 0.9772 0.0022 
FLWO 1.2m    z       2453937.79911 0.9773 0.0022 
FLWO 1.2m    z       2453937.79927 0.9779 0.0022 
FLWO 1.2m    z       2453937.79944 0.9794 0.0022 
FLWO 1.2m    z       2453937.79961 0.9803 0.0022 
FLWO 1.2m    z       2453937.79977 0.9838 0.0022 
FLWO 1.2m    z       2453937.79993 0.9783 0.0022 
FLWO 1.2m    z       2453937.80011 0.9794 0.0022 
FLWO 1.2m    z       2453937.80027 0.9799 0.0022 
FLWO 1.2m    z       2453937.80043 0.9789 0.0022 
FLWO 1.2m    z       2453937.80060 0.9827 0.0022 
FLWO 1.2m    z       2453937.80077 0.9830 0.0022 
FLWO 1.2m    z       2453937.80093 0.9837 0.0022 
FLWO 1.2m    z       2453937.80109 0.9828 0.0022 
FLWO 1.2m    z       2453937.80125 0.9827 0.0022 
FLWO 1.2m    z       2453937.80143 0.9841 0.0022 
FLWO 1.2m    z       2453937.80160 0.9835 0.0022 
FLWO 1.2m    z       2453937.80176 0.9862 0.0022 
FLWO 1.2m    z       2453937.80195 0.9818 0.0022 
FLWO 1.2m    z       2453937.80211 0.9859 0.0022 
FLWO 1.2m    z       2453937.80228 0.9852 0.0022 
FLWO 1.2m    z       2453937.80245 0.9838 0.0022 
FLWO 1.2m    z       2453937.80261 0.9890 0.0022 
FLWO 1.2m    z       2453937.80277 0.9848 0.0022 
FLWO 1.2m    z       2453937.80293 0.9854 0.0022 
FLWO 1.2m    z       2453937.80309 0.9890 0.0022 
FLWO 1.2m    z       2453937.80327 0.9850 0.0022 
FLWO 1.2m    z       2453937.80343 0.9857 0.0022 
FLWO 1.2m    z       2453937.80359 0.9903 0.0022 
FLWO 1.2m    z       2453937.80375 0.9852 0.0022 
FLWO 1.2m    z       2453937.80394 0.9864 0.0022 
FLWO 1.2m    z       2453937.80410 0.9863 0.0022 
FLWO 1.2m    z       2453937.80429 0.9868 0.0022 
FLWO 1.2m    z       2453937.80445 0.9884 0.0022 
FLWO 1.2m    z       2453937.80463 0.9868 0.0022 
FLWO 1.2m    z       2453937.80479 0.9898 0.0022 
FLWO 1.2m    z       2453937.80497 0.9895 0.0022 
FLWO 1.2m    z       2453937.80514 0.9891 0.0022 
FLWO 1.2m    z       2453937.80532 0.9874 0.0022 
FLWO 1.2m    z       2453937.80549 0.9886 0.0022 
FLWO 1.2m    z       2453937.80566 0.9916 0.0022 
FLWO 1.2m    z       2453937.80584 0.9901 0.0022 
FLWO 1.2m    z       2453937.80601 0.9896 0.0022 
FLWO 1.2m    z       2453937.80617 0.9905 0.0022 
FLWO 1.2m    z       2453937.80633 0.9928 0.0022 
FLWO 1.2m    z       2453937.80651 0.9915 0.0022 
FLWO 1.2m    z       2453937.80667 0.9926 0.0022 
FLWO 1.2m    z       2453937.80683 0.9938 0.0022 
FLWO 1.2m    z       2453937.80699 0.9945 0.0022 
FLWO 1.2m    z       2453937.80716 0.9958 0.0022 
FLWO 1.2m    z       2453937.80732 0.9947 0.0022 
FLWO 1.2m    z       2453937.80749 0.9923 0.0022 
FLWO 1.2m    z       2453937.80765 0.9944 0.0022 
FLWO 1.2m    z       2453937.80782 0.9945 0.0022 
FLWO 1.2m    z       2453937.80798 0.9938 0.0022 
FLWO 1.2m    z       2453937.80814 0.9942 0.0022 
FLWO 1.2m    z       2453937.80831 0.9961 0.0022 
FLWO 1.2m    z       2453937.80848 0.9925 0.0022 
FLWO 1.2m    z       2453937.80864 0.9961 0.0022 
FLWO 1.2m    z       2453937.80880 0.9952 0.0022 
FLWO 1.2m    z       2453937.80896 0.9940 0.0022 
FLWO 1.2m    z       2453937.80915 0.9978 0.0022 
FLWO 1.2m    z       2453937.80931 0.9945 0.0022 
FLWO 1.2m    z       2453937.80949 0.9987 0.0022 
FLWO 1.2m    z       2453937.80966 0.9959 0.0022 
FLWO 1.2m    z       2453937.80983 0.9946 0.0022 
FLWO 1.2m    z       2453937.80999 0.9969 0.0022 
FLWO 1.2m    z       2453937.81018 0.9963 0.0022 
FLWO 1.2m    z       2453937.81034 1.0005 0.0022 
FLWO 1.2m    z       2453937.81050 0.9998 0.0022 
FLWO 1.2m    z       2453937.81084 0.9954 0.0022 
FLWO 1.2m    z       2453937.81116 0.9951 0.0022 
FLWO 1.2m    z       2453937.81132 1.0005 0.0022 
FLWO 1.2m    z       2453937.81150 1.0009 0.0022 
FLWO 1.2m    z       2453937.81167 1.0055 0.0022 
FLWO 1.2m    z       2453937.81183 0.9991 0.0022 
FLWO 1.2m    z       2453937.81199 0.9953 0.0022 
FLWO 1.2m    z       2453937.81217 1.0014 0.0022 
FLWO 1.2m    z       2453937.81233 1.0001 0.0022 
FLWO 1.2m    z       2453937.81249 0.9982 0.0022 
FLWO 1.2m    z       2453937.81265 0.9984 0.0022 
FLWO 1.2m    z       2453937.81282 0.9960 0.0022 
FLWO 1.2m    z       2453937.81299 0.9950 0.0022 
FLWO 1.2m    z       2453937.81315 1.0010 0.0022 
FLWO 1.2m    z       2453937.81331 0.9949 0.0022 
FLWO 1.2m    z       2453937.81348 1.0001 0.0022 
FLWO 1.2m    z       2453937.81365 1.0032 0.0022 
FLWO 1.2m    z       2453937.81382 1.0045 0.0022 
FLWO 1.2m    z       2453937.81400 0.9995 0.0022 
FLWO 1.2m    z       2453937.81416 1.0068 0.0022 
FLWO 1.2m    z       2453937.81432 0.9990 0.0022 
FLWO 1.2m    z       2453937.81448 1.0022 0.0022 
FLWO 1.2m    z       2453937.81466 1.0008 0.0022 
FLWO 1.2m    z       2453937.81482 0.9983 0.0022 
FLWO 1.2m    z       2453937.81498 1.0007 0.0022 
FLWO 1.2m    z       2453937.81514 1.0030 0.0022 
FLWO 1.2m    z       2453937.81532 1.0019 0.0022 
FLWO 1.2m    z       2453937.81548 0.9985 0.0022 
FLWO 1.2m    z       2453937.81564 1.0027 0.0022 
FLWO 1.2m    z       2453937.81582 0.9991 0.0022 
FLWO 1.2m    z       2453937.81599 1.0021 0.0022 
FLWO 1.2m    z       2453937.81615 1.0016 0.0022 
FLWO 1.2m    z       2453937.81631 0.9992 0.0022 
FLWO 1.2m    z       2453937.81647 1.0006 0.0022 
FLWO 1.2m    z       2453937.81664 1.0007 0.0022 
FLWO 1.2m    z       2453937.81681 0.9995 0.0022 
FLWO 1.2m    z       2453937.81697 0.9995 0.0022 
FLWO 1.2m    z       2453937.81713 1.0019 0.0022 
FLWO 1.2m    z       2453937.81729 0.9980 0.0022 
FLWO 1.2m    z       2453937.81748 1.0005 0.0022 
FLWO 1.2m    z       2453937.81764 0.9986 0.0022 
FLWO 1.2m    z       2453937.81782 0.9997 0.0022 
FLWO 1.2m    z       2453937.81799 1.0030 0.0022 
FLWO 1.2m    z       2453937.81816 1.0062 0.0022 
FLWO 1.2m    z       2453937.81833 1.0014 0.0022 
FLWO 1.2m    z       2453937.81849 0.9983 0.0022 
FLWO 1.2m    z       2453937.81866 1.0025 0.0022 
FLWO 1.2m    z       2453937.81882 1.0038 0.0022 
FLWO 1.2m    z       2453937.81898 1.0005 0.0022 
FLWO 1.2m    z       2453937.81915 0.9986 0.0022 
FLWO 1.2m    z       2453937.81931 0.9994 0.0022 
FLWO 1.2m    z       2453937.81948 0.9988 0.0022 
FLWO 1.2m    z       2453937.81966 1.0005 0.0022 
FLWO 1.2m    z       2453937.81982 0.9983 0.0022 
FLWO 1.2m    z       2453937.81999 0.9999 0.0022 
FLWO 1.2m    z       2453937.82015 1.0015 0.0022 
FLWO 1.2m    z       2453937.82032 0.9980 0.0022 
FLWO 1.2m    z       2453937.82048 0.9991 0.0022 
FLWO 1.2m    z       2453937.82064 1.0003 0.0022 
FLWO 1.2m    z       2453937.82080 1.0000 0.0022 
FLWO 1.2m    z       2453937.82098 0.9987 0.0022 
FLWO 1.2m    z       2453937.82114 1.0026 0.0022 
FLWO 1.2m    z       2453937.82146 0.9993 0.0022 
FLWO 1.2m    z       2453937.82164 1.0023 0.0022 
FLWO 1.2m    z       2453937.82181 0.9976 0.0022 
FLWO 1.2m    z       2453937.82198 1.0019 0.0022 
FLWO 1.2m    z       2453937.82215 0.9966 0.0022 
FLWO 1.2m    z       2453937.82231 1.0040 0.0022 
FLWO 1.2m    z       2453937.82248 1.0019 0.0022 
FLWO 1.2m    z       2453937.82264 0.9995 0.0022 
FLWO 1.2m    z       2453937.82281 0.9998 0.0022 
FLWO 1.2m    z       2453937.82297 0.9986 0.0022 
FLWO 1.2m    z       2453937.82313 0.9975 0.0022 
FLWO 1.2m    z       2453937.82330 0.9978 0.0022 
FLWO 1.2m    z       2453937.82348 0.9953 0.0022 
FLWO 1.2m    z       2453937.82365 1.0003 0.0022 
FLWO 1.2m    z       2453937.82382 0.9991 0.0022 
FLWO 1.2m    z       2453937.82399 1.0019 0.0022 
FLWO 1.2m    z       2453937.82416 1.0003 0.0022 
FLWO 1.2m    z       2453937.82432 0.9946 0.0022 
FLWO 1.2m    z       2453937.82448 0.9990 0.0022 
FLWO 1.2m    z       2453937.82465 0.9971 0.0022 
FLWO 1.2m    z       2453937.82481 1.0032 0.0022 
FLWO 1.2m    z       2453937.82497 1.0024 0.0022 
FLWO 1.2m    z       2453937.82514 1.0026 0.0022 
FLWO 1.2m    z       2453937.82530 0.9997 0.0022 
FLWO 1.2m    z       2453937.82547 0.9983 0.0022 
FLWO 1.2m    z       2453937.82563 1.0010 0.0022 
FLWO 1.2m    z       2453937.82581 1.0007 0.0022 
FLWO 1.2m    z       2453937.82598 1.0007 0.0022 
FLWO 1.2m    z       2453937.82616 1.0000 0.0022 
FLWO 1.2m    z       2453937.82632 0.9968 0.0022 
FLWO 1.2m    z       2453937.82651 0.9990 0.0022 
FLWO 1.2m    z       2453937.82667 0.9973 0.0022 
FLWO 1.2m    z       2453937.82684 0.9967 0.0022 
FLWO 1.2m    z       2453937.82702 0.9970 0.0022 
FLWO 1.2m    z       2453937.82719 1.0006 0.0022 
FLWO 1.2m    z       2453937.82735 1.0003 0.0022 
FLWO 1.2m    z       2453937.82752 0.9992 0.0022 
FLWO 1.2m    z       2453937.82768 0.9999 0.0022 
FLWO 1.2m    z       2453937.82785 0.9997 0.0022 
FLWO 1.2m    z       2453937.82801 1.0025 0.0022 
FLWO 1.2m    z       2453937.82817 0.9937 0.0022 
FLWO 1.2m    z       2453937.82834 0.9962 0.0022 
FLWO 1.2m    z       2453937.82850 0.9994 0.0022 
FLWO 1.2m    z       2453937.82866 0.9977 0.0022 
FLWO 1.2m    z       2453937.82883 0.9986 0.0022 
FLWO 1.2m    z       2453937.82900 0.9992 0.0022 
FLWO 1.2m    z       2453937.82916 1.0003 0.0022 
FLWO 1.2m    z       2453937.82932 1.0010 0.0022 
FLWO 1.2m    z       2453937.82948 0.9972 0.0022 
FLWO 1.2m    z       2453937.82966 1.0039 0.0022 
FLWO 1.2m    z       2453937.82982 0.9977 0.0022 
FLWO 1.2m    z       2453937.82998 1.0000 0.0022 
FLWO 1.2m    z       2453937.83014 0.9988 0.0022 
FLWO 1.2m    z       2453937.83032 0.9987 0.0022 
FLWO 1.2m    z       2453937.83049 0.9996 0.0022 
FLWO 1.2m    z       2453937.83066 1.0015 0.0022 
FLWO 1.2m    z       2453937.83084 0.9966 0.0022 
FLWO 1.2m    z       2453937.83101 1.0001 0.0022 
FLWO 1.2m    z       2453937.83117 0.9969 0.0022 
FLWO 1.2m    z       2453937.83136 0.9986 0.0022 
FLWO 1.2m    z       2453937.83152 1.0006 0.0022 
FLWO 1.2m    z       2453937.83168 0.9979 0.0022 
FLWO 1.2m    z       2453937.83186 0.9998 0.0022 
FLWO 1.2m    z       2453937.83202 0.9980 0.0022 
FLWO 1.2m    z       2453937.83218 1.0001 0.0022 
FLWO 1.2m    z       2453937.83234 1.0009 0.0022 
FLWO 1.2m    z       2453937.83253 0.9979 0.0022 
FLWO 1.2m    z       2453937.83270 0.9985 0.0022 
FLWO 1.2m    z       2453937.83286 1.0010 0.0022 
FLWO 1.2m    z       2453937.83303 1.0000 0.0022 
FLWO 1.2m    z       2453937.83320 0.9982 0.0022 
FLWO 1.2m    z       2453937.83336 0.9972 0.0022 
FLWO 1.2m    z       2453937.83352 1.0030 0.0022 
FLWO 1.2m    z       2453937.83368 0.9971 0.0022 
FLWO 1.2m    z       2453937.83386 0.9999 0.0022 
FLWO 1.2m    z       2453937.83402 0.9949 0.0022 
FLWO 1.2m    z       2453937.83418 1.0000 0.0022 
FLWO 1.2m    z       2453937.83434 1.0025 0.0022 
FLWO 1.2m    z       2453937.83451 1.0023 0.0022 
FLWO 1.2m    z       2453937.83468 0.9955 0.0022 
FLWO 1.2m    z       2453937.83484 1.0009 0.0022 
FLWO 1.2m    z       2453937.83500 0.9992 0.0022 
FLWO 1.2m    z       2453937.83519 0.9996 0.0022 
FLWO 1.2m    z       2453937.83535 0.9985 0.0022 
FLWO 1.2m    z       2453937.83554 0.9991 0.0022 
FLWO 1.2m    z       2453937.83570 1.0041 0.0022 
FLWO 1.2m    z       2453937.83587 1.0049 0.0022 
FLWO 1.2m    z       2453937.83605 0.9945 0.0022 
FLWO 1.2m    z       2453937.83622 1.0002 0.0022 
FLWO 1.2m    z       2453937.83654 1.0077 0.0022 
FLWO 1.2m    z       2453937.83672 1.0016 0.0022 
FLWO 1.2m    z       2453937.83688 1.0039 0.0022 
FLWO 1.2m    z       2453937.83704 0.9986 0.0022 
FLWO 1.2m    z       2453937.83720 0.9976 0.0022 
FLWO 1.2m    z       2453937.83737 0.9975 0.0022 
FLWO 1.2m    z       2453937.83771 1.0006 0.0022 
FLWO 1.2m    z       2453937.83789 0.9968 0.0022 
FLWO 1.2m    z       2453937.83806 1.0040 0.0022 
FLWO 1.2m    z       2453937.83822 1.0035 0.0022 
FLWO 1.2m    z       2453937.83838 0.9977 0.0022 
FLWO 1.2m    z       2453937.83872 1.0075 0.0022 
FLWO 1.2m    z       2453937.83888 1.0010 0.0022 
FLWO 1.2m    z       2453937.83904 1.0006 0.0022 
FLWO 1.2m    z       2453937.83921 0.9969 0.0022 
FLWO 1.2m    z       2453937.83938 1.0012 0.0022 
FLWO 1.2m    z       2453937.83954 1.0016 0.0022 
FLWO 1.2m    z       2453937.83970 1.0011 0.0022 
FLWO 1.2m    z       2453937.83986 1.0005 0.0022 
FLWO 1.2m    z       2453937.84004 0.9997 0.0022 
FLWO 1.2m    z       2453937.84021 1.0004 0.0022 
FLWO 1.2m    z       2453937.84039 0.9920 0.0022 
FLWO 1.2m    z       2453937.84055 0.9931 0.0022 
FLWO 1.2m    z       2453937.84071 0.9978 0.0022 
FLWO 1.2m    z       2453937.84088 1.0033 0.0022 
FLWO 1.2m    z       2453937.84105 0.9992 0.0022 
FLWO 1.2m    z       2453937.84121 1.0058 0.0022 
FLWO 1.2m    z       2453937.84137 0.9984 0.0022 
FLWO 1.2m    z       2453937.84153 1.0020 0.0022 
FLWO 1.2m    z       2453937.84171 1.0031 0.0022 
FLWO 1.2m    z       2453937.84187 1.0015 0.0022 
FLWO 1.2m    z       2453937.84203 0.9998 0.0022 
FLWO 1.2m    z       2453937.84219 1.0000 0.0022 
FLWO 1.2m    z       2453937.84235 0.9993 0.0022 
FLWO 1.2m    z       2453937.84253 0.9983 0.0022 
FLWO 1.2m    z       2453937.84285 0.9990 0.0022 
FLWO 1.2m    z       2453937.84301 1.0035 0.0022 
FLWO 1.2m    z       2453937.84318 1.0026 0.0022 
FLWO 1.2m    z       2453937.84335 1.0079 0.0022 
FLWO 1.2m    z       2453937.84352 0.9937 0.0022 
FLWO 1.2m    z       2453937.84369 0.9962 0.0022 
FLWO 1.2m    z       2453937.84387 0.9973 0.0022 
FLWO 1.2m    z       2453937.84403 1.0006 0.0022 
FLWO 1.2m    z       2453937.84422 0.9970 0.0022 
FLWO 1.2m    z       2453937.84438 1.0037 0.0022 
FLWO 1.2m    z       2453937.84455 1.0004 0.0022 
FLWO 1.2m    z       2453937.84472 0.9957 0.0022 
FLWO 1.2m    z       2453937.84490 0.9982 0.0022 
FLWO 1.2m    z       2453937.84540 1.0057 0.0022 
FLWO 1.2m    z       2453937.84556 0.9996 0.0022 
FLWO 1.2m    z       2453937.84572 0.9997 0.0022 
FLWO 1.2m    z       2453937.84588 1.0038 0.0022 
FLWO 1.2m    z       2453937.84605 0.9974 0.0022 
FLWO 1.2m    z       2453937.84622 0.9998 0.0022 
FLWO 1.2m    z       2453937.84639 0.9957 0.0022 
FLWO 1.2m    z       2453937.84657 1.0000 0.0022 
FLWO 1.2m    z       2453937.84673 0.9967 0.0022 
FLWO 1.2m    z       2453937.84689 0.9984 0.0022 
FLWO 1.2m    z       2453937.84705 0.9966 0.0022 
FLWO 1.2m    z       2453937.84722 1.0016 0.0022 
FLWO 1.2m    z       2453937.84738 1.0002 0.0022 
FLWO 1.2m    z       2453937.84755 1.0039 0.0022 
FLWO 1.2m    z       2453937.84771 0.9981 0.0022 
FLWO 1.2m    z       2453937.84787 1.0009 0.0022 
FLWO 1.2m    z       2453937.84804 0.9974 0.0022 
FLWO 1.2m    z       2453937.84838 0.9973 0.0022 
FLWO 1.2m    z       2453937.84855 0.9996 0.0022 
FLWO 1.2m    z       2453937.84873 1.0048 0.0022 
FLWO 1.2m    z       2453937.84889 0.9964 0.0022 
FLWO 1.2m    z       2453937.84907 1.0071 0.0022 
FLWO 1.2m    z       2453937.84926 0.9988 0.0022 
FLWO 1.2m    z       2453937.84943 1.0019 0.0022 
FLWO 1.2m    z       2453937.84959 1.0023 0.0022 
FLWO 1.2m    z       2453937.84977 0.9950 0.0022 
FLWO 1.2m    z       2453937.84993 1.0003 0.0022 
FLWO 1.2m    z       2453937.85011 0.9981 0.0022 
FLWO 1.2m    z       2453937.85027 1.0028 0.0022 
FLWO 1.2m    z       2453937.85044 0.9993 0.0022 
FLWO 1.2m    z       2453937.85061 0.9971 0.0022 
FLWO 1.2m    z       2453937.85077 0.9994 0.0022 
FLWO 1.2m    z       2453937.85093 1.0034 0.0022 
FLWO 1.2m    z       2453937.85109 0.9987 0.0022 
FLWO 1.2m    z       2453937.85127 1.0010 0.0022 
FLWO 1.2m    z       2453937.85143 1.0007 0.0022 
FLWO 1.2m    z       2453937.85160 0.9988 0.0022 
FLWO 1.2m    z       2453937.85176 1.0006 0.0022 
FLWO 1.2m    z       2453937.85193 1.0048 0.0022 
FLWO 1.2m    z       2453937.85210 1.0054 0.0022 
FLWO 1.2m    z       2453937.85226 0.9961 0.0022 
FLWO 1.2m    z       2453937.85242 0.9996 0.0022 
FLWO 1.2m    z       2453937.85258 1.0017 0.0022 
FLWO 1.2m    z       2453937.85275 1.0010 0.0022 
FLWO 1.2m    z       2453937.85292 0.9957 0.0022 
FLWO 1.2m    z       2453937.85308 1.0013 0.0022 
FLWO 1.2m    z       2453937.85324 0.9994 0.0022 
FLWO 1.2m    z       2453937.85341 0.9977 0.0022 
FLWO 1.2m    z       2453937.85359 1.0024 0.0022 
FLWO 1.2m    z       2453937.85375 0.9977 0.0022 
FLWO 1.2m    z       2453937.85393 1.0000 0.0022 
FLWO 1.2m    z       2453937.85409 1.0003 0.0022 
FLWO 1.2m    z       2453937.85427 1.0021 0.0022 
FLWO 1.2m    z       2453937.85444 0.9984 0.0022 
FLWO 1.2m    z       2453937.85460 0.9980 0.0022 
FLWO 1.2m    z       2453937.85494 1.0019 0.0022 
FLWO 1.2m    z       2453937.85510 1.0025 0.0022 
FLWO 1.2m    z       2453988.70219 1.0034 0.0017 
FLWO 1.2m    z       2453988.70235 1.0055 0.0017 
FLWO 1.2m    z       2453988.70251 1.0030 0.0017 
FLWO 1.2m    z       2453988.70267 0.9995 0.0017 
FLWO 1.2m    z       2453988.70285 0.9969 0.0017 
FLWO 1.2m    z       2453988.70301 0.9995 0.0017 
FLWO 1.2m    z       2453988.70337 1.0034 0.0017 
FLWO 1.2m    z       2453988.70353 1.0033 0.0017 
FLWO 1.2m    z       2453988.70369 0.9995 0.0017 
FLWO 1.2m    z       2453988.70385 0.9986 0.0017 
FLWO 1.2m    z       2453988.70402 0.9980 0.0017 
FLWO 1.2m    z       2453988.70418 0.9995 0.0017 
FLWO 1.2m    z       2453988.70435 1.0021 0.0017 
FLWO 1.2m    z       2453988.70451 1.0011 0.0017 
FLWO 1.2m    z       2453988.70468 0.9978 0.0017 
FLWO 1.2m    z       2453988.70484 1.0000 0.0017 
FLWO 1.2m    z       2453988.70500 1.0030 0.0017 
FLWO 1.2m    z       2453988.70517 1.0002 0.0017 
FLWO 1.2m    z       2453988.70534 0.9990 0.0017 
FLWO 1.2m    z       2453988.70550 1.0028 0.0017 
FLWO 1.2m    z       2453988.70566 1.0019 0.0017 
FLWO 1.2m    z       2453988.70582 0.9971 0.0017 
FLWO 1.2m    z       2453988.70598 1.0045 0.0017 
FLWO 1.2m    z       2453988.70615 0.9996 0.0017 
FLWO 1.2m    z       2453988.70632 1.0027 0.0017 
FLWO 1.2m    z       2453988.70648 0.9983 0.0017 
FLWO 1.2m    z       2453988.70664 1.0010 0.0017 
FLWO 1.2m    z       2453988.70681 1.0026 0.0017 
FLWO 1.2m    z       2453988.70697 0.9965 0.0017 
FLWO 1.2m    z       2453988.70714 1.0010 0.0017 
FLWO 1.2m    z       2453988.70730 1.0015 0.0017 
FLWO 1.2m    z       2453988.70747 0.9984 0.0017 
FLWO 1.2m    z       2453988.70763 0.9998 0.0017 
FLWO 1.2m    z       2453988.70779 0.9974 0.0017 
FLWO 1.2m    z       2453988.70795 1.0000 0.0017 
FLWO 1.2m    z       2453988.70811 0.9965 0.0017 
FLWO 1.2m    z       2453988.70829 1.0012 0.0017 
FLWO 1.2m    z       2453988.70845 1.0028 0.0017 
FLWO 1.2m    z       2453988.70861 0.9977 0.0017 
FLWO 1.2m    z       2453988.70877 1.0002 0.0017 
FLWO 1.2m    z       2453988.70894 1.0018 0.0017 
FLWO 1.2m    z       2453988.70911 1.0042 0.0017 
FLWO 1.2m    z       2453988.70927 0.9984 0.0017 
FLWO 1.2m    z       2453988.70943 1.0036 0.0017 
FLWO 1.2m    z       2453988.70959 0.9990 0.0017 
FLWO 1.2m    z       2453988.70976 0.9992 0.0017 
FLWO 1.2m    z       2453988.70992 1.0007 0.0017 
FLWO 1.2m    z       2453988.71009 0.9989 0.0017 
FLWO 1.2m    z       2453988.71025 1.0012 0.0017 
FLWO 1.2m    z       2453988.71042 1.0019 0.0017 
FLWO 1.2m    z       2453988.71058 0.9977 0.0017 
FLWO 1.2m    z       2453988.71074 1.0030 0.0017 
FLWO 1.2m    z       2453988.71090 1.0024 0.0017 
FLWO 1.2m    z       2453988.71108 1.0007 0.0017 
FLWO 1.2m    z       2453988.71124 0.9980 0.0017 
FLWO 1.2m    z       2453988.71140 0.9998 0.0017 
FLWO 1.2m    z       2453988.71156 1.0039 0.0017 
FLWO 1.2m    z       2453988.71172 1.0001 0.0017 
FLWO 1.2m    z       2453988.71190 0.9987 0.0017 
FLWO 1.2m    z       2453988.71206 1.0005 0.0017 
FLWO 1.2m    z       2453988.71222 1.0007 0.0017 
FLWO 1.2m    z       2453988.71239 0.9992 0.0017 
FLWO 1.2m    z       2453988.71255 1.0005 0.0017 
FLWO 1.2m    z       2453988.71271 1.0003 0.0017 
FLWO 1.2m    z       2453988.71288 0.9982 0.0017 
FLWO 1.2m    z       2453988.71304 1.0016 0.0017 
FLWO 1.2m    z       2453988.71321 1.0018 0.0017 
FLWO 1.2m    z       2453988.71337 0.9986 0.0017 
FLWO 1.2m    z       2453988.71353 0.9962 0.0017 
FLWO 1.2m    z       2453988.71369 1.0002 0.0017 
FLWO 1.2m    z       2453988.71385 0.9968 0.0017 
FLWO 1.2m    z       2453988.71403 0.9999 0.0017 
FLWO 1.2m    z       2453988.71419 0.9994 0.0017 
FLWO 1.2m    z       2453988.71435 1.0034 0.0017 
FLWO 1.2m    z       2453988.71451 0.9990 0.0017 
FLWO 1.2m    z       2453988.71468 1.0000 0.0017 
FLWO 1.2m    z       2453988.71484 1.0007 0.0017 
FLWO 1.2m    z       2453988.71501 1.0050 0.0017 
FLWO 1.2m    z       2453988.71517 1.0000 0.0017 
FLWO 1.2m    z       2453988.71534 0.9983 0.0017 
FLWO 1.2m    z       2453988.71550 1.0018 0.0017 
FLWO 1.2m    z       2453988.71566 0.9975 0.0017 
FLWO 1.2m    z       2453988.71582 1.0005 0.0017 
FLWO 1.2m    z       2453988.71600 0.9984 0.0017 
FLWO 1.2m    z       2453988.71616 0.9987 0.0017 
FLWO 1.2m    z       2453988.71632 1.0013 0.0017 
FLWO 1.2m    z       2453988.71648 1.0001 0.0017 
FLWO 1.2m    z       2453988.71664 0.9999 0.0017 
FLWO 1.2m    z       2453988.71681 1.0010 0.0017 
FLWO 1.2m    z       2453988.71698 1.0022 0.0017 
FLWO 1.2m    z       2453988.71714 1.0001 0.0017 
FLWO 1.2m    z       2453988.71730 0.9983 0.0017 
FLWO 1.2m    z       2453988.71747 1.0003 0.0017 
FLWO 1.2m    z       2453988.71763 1.0005 0.0017 
FLWO 1.2m    z       2453988.71779 0.9984 0.0017 
FLWO 1.2m    z       2453988.71796 0.9993 0.0017 
FLWO 1.2m    z       2453988.71813 1.0018 0.0017 
FLWO 1.2m    z       2453988.71829 0.9989 0.0017 
FLWO 1.2m    z       2453988.71845 1.0005 0.0017 
FLWO 1.2m    z       2453988.71861 0.9986 0.0017 
FLWO 1.2m    z       2453988.71877 0.9995 0.0017 
FLWO 1.2m    z       2453988.71895 0.9988 0.0017 
FLWO 1.2m    z       2453988.71911 1.0013 0.0017 
FLWO 1.2m    z       2453988.71927 0.9971 0.0017 
FLWO 1.2m    z       2453988.71943 1.0036 0.0017 
FLWO 1.2m    z       2453988.71960 0.9987 0.0017 
FLWO 1.2m    z       2453988.71976 1.0002 0.0017 
